0	﻿ما	ما	ما	ما	N5	ضمیر فاعلی
111	بین	بین|بین|بین|ین	بین|بین|بین|ین	بین|بین|بین|ب+ین	V|N9|A0|O+N1	فعل امر مثبت|اسم موجود در ساختمان حرف اضافه و حرف ربط گروهی|صفت|ب + اسم
112	رفتن	رفت|رفت	رفت|رفت	رفت+ن|رفت+ن	V2+Neg|V2+Neg	بن ماضی + ن|بن ماضی + ن
113	مقاومت	مقاومت|مقاوم	مقاومت|مقاوم	مقاومت|مقاوم+ت	N1|A0+N	اسم|صفت + ضمیر ملکی دوم شخص مفرد
114	کرد | کن	کرد | کن	کرد | کن	کرد | کن	O	
115	و	و|و|و	و|و|و	و|و|و	C0|Ab|Al	حرف ربط|اختصارات|حروف الفبا
116	مانع	مانع	مانع	مانع	N1	اسم
117	از	از	از	از	Pr	حرف اضافه
118	درست	درست|درس	درست|درس	درست|درس+ت	A0|N1+N	صفت|اسم + ضمیر ملکی دوم شخص مفرد
119	کار	کار|کار	کار|کار	کار|کار	N1|V	اسم|فعل امر مثبت
120	کرد | کن	کرد | کن	کرد | کن	کرد | کن	O	
121	بدن	بدن	بدن	بدن	N1	اسم
122	شد | شو	شد | شو	شد | شو	شد | شو	O	
123	(	(	(	(	Si	
124	سلول	سلول|سل	سلول|سل	سلول|سل+ول	N1|N1+O	اسم|اسم + ول
125	بعد	بعد|بعد|بعد	بعد|بعد|بعد	بعد|بعد|بعد	A0|N1|N9	صفت|اسم|اسم موجود در ساختمان حرف اضافه و حرف ربط گروهی
126	از	از	از	از	Pr	حرف اضافه
127	پایان	پایان|پای|پا|پا	پایان|پای|پا|پا	پایان|پای+ان|پا+ی+ان|پا+ی+ان	N1|N1+Pl|V1+Pl|N1+Pl	اسم|اسم + ان|بن مضارع + ان|اسم + ان
128	عمر	عمر|عمر	عمر|عمر	عمر|عمر	N1|N3	اسم|اسم خاص اشخاص
129	،	،	،	،	Si	
130	باید	باید	باید	باید	V4	فعل وجه نما
131	با	با	با	با	Pr	حرف اضافه
132	سلول‌‌ها	سلول|سل	سلول|سل	سلول+ها|سل+ول+ها	N1+Pl|N1+O+Pl	اسم + علامت جمع|اسم + ول + علامت جمع
133	یی	یی	یی	یی	N
134	جدید	جدید|جد|جد	جدید|جد|جد	جدید|جد+ید|جد+ید	A0|N1+V|N1+V	صفت|اسم + فعل دوم شخص جمع|اسم + فعل دوم شخص جمع
135	جایگزین	جایگزین	جایگزین	جایگزین	N1	اسم
136	شد | شو	شد | شو	شد | شو	شد | شو	O	
137	)	)	)	)	Si	
138	.	.	.	.	Si	

0	به	به|به	به|به	به|به	Pr|N1	حرف اضافه|اسم
1	زبان	زبان	زبان	زبان	N1	اسم
2	دیگر	دیگر|دیگر|دی	دیگر|دیگر|دی	دیگر|دیگر|دی+گر	Ad|A2|N1+O	قید|صفت مبهم|اسم + گر
3	سلول	سلول|سل	سلول|سل	سلول|سل+ول	N1|N1+O	اسم|اسم + ول
4	یک	یک	یک	یک	No	عدد حرفی
5	فرد	فرد	فرد	فرد	N1	اسم
6	سرطان	سرطان	سرطان	سرطان	N1	اسم
7	نامیرا	نامیرا	نامیرا	نامیرا	N
8	شده	شد	شد	شد+ه	V3+O	فعل اسنادی + ه
9	و	و|و|و	و|و|و	و|و|و	C0|Ab|Al	حرف ربط|اختصارات|حروف الفبا
10	در	در|در|در|در|در	در|در|در|در|در	در|در|در|در|در	Pr|V|N1|N1|VPr	حرف اضافه|فعل امر مثبت|اسم|اسم|پیشوند فعل
11	مقابل	مقابل|مقابل	مقابل|مقابل	مقابل|مقابل	A0|N9	صفت|اسم موجود در ساختمان حرف اضافه و حرف ربط گروهی
12	مرگ	مرگ	مرگ	مرگ	N1	اسم
13	خود	خود|خود	خود|خود	خود|خود	N|N1	ضمیر مشترک/متقابل|اسم
14	و	و|و|و	و|و|و	و|و|و	C0|Ab|Al	حرف ربط|اختصارات|حروف الفبا
15	فرمان	فرمان|فر|فر|فر	فرمان|فر|فر|فر	فرمان|فر+مان|فر+مان|فر+مان	N1|N1+N|A0+N|N1+N	اسم|اسم + ضمیر ملکی اول شخص جمع|صفت + ضمیر ملکی اول شخص جمع|اسم + ضمیر ملکی اول شخص جمع
16	طبیعی	طبیعی	طبیعی	طبیعی	A0	صفت
17	بدن	بدن	بدن	بدن	N1	اسم
18	مقاومت	مقاومت|مقاوم	مقاومت|مقاوم	مقاومت|مقاوم+ت	N1|A0+N	اسم|صفت + ضمیر ملکی دوم شخص مفرد
19	کرد | کن	کرد | کن	کرد | کن	کرد | کن	O	
20	ولی	ولی|ولی|ول|ول	ولی|ولی|ول|ول	ولی|ولی|ول+ی|ول+ی	C0|N1|A0+Y|N1+Y	حرف ربط|اسم|صفت + ی|اسم + ی
21	فرد	فرد	فرد	فرد	N1	اسم
22	سرطان	سرطان	سرطان	سرطان	N1	اسم
23	فرد	فرد	فرد	فرد	N1	اسم
24	زنده	زنده	زنده	زنده	A0	صفت
25	است	است|اس	است|اس	است|اس+ت	V|N1+N	سوم شخص مفرد|اسم + ضمیر ملکی دوم شخص مفرد
26	با	با	با	با	Pr	حرف اضافه
27	اینکه	اینکه	اینکه	اینکه	Ad	قید
28	برخی	برخی	برخی	برخی	A2	صفت مبهم
29	از	از	از	از	Pr	حرف اضافه
30	اعضا	اعضا	اعضا	اعضا	N1	اسم
31	بدن	بدن	بدن	بدن	N1	اسم
32	درست	درست|درس	درست|درس	درست|درس+ت	A0|N1+N	صفت|اسم + ضمیر ملکی دوم شخص مفرد
33	کار	کار|کار	کار|کار	کار|کار	N1|V	اسم|فعل امر مثبت
34	نمی‌‌کند	کن|کن	کن|کن	نمی+کن+د|نمی+کن+د	V|V	سوم شخص مفرد|سوم شخص مفرد
35	.	.	.	.	Si	

0	زندگی	زندگی|زنده	زندگی|زنده	زندگی|زنده+گی	N1|A0+O	اسم|صفت + گی
1	ممکن	ممکن	ممکن	ممکن	A0	صفت
2	است	است|اس	است|اس	است|اس+ت	V|N1+N	سوم شخص مفرد|اسم + ضمیر ملکی دوم شخص مفرد
3	به	به|به	به|به	به|به	Pr|N1	حرف اضافه|اسم
4	خاطر	خاطر|خاطر	خاطر|خاطر	خاطر|خاطر	N1|N9	اسم|اسم موجود در ساختمان حرف اضافه و حرف ربط گروهی
5	سلول	سلول|سل	سلول|سل	سلول|سل+ول	N1|N1+O	اسم|اسم + ول
6	عصبی	عصبی|عصب	عصبی|عصب	عصبی|عصب+ی	A0|N1+Y	صفت|اسم + ی
7	و	و|و|و	و|و|و	و|و|و	C0|Ab|Al	حرف ربط|اختصارات|حروف الفبا
8	مغز	مغز	مغز	مغز	N1	اسم
9	بود | باش	بود | باش	بود | باش	بود | باش	O	
10	که	که|که|که|که	که|که|که|که	که|که|که|که	C0|NA|N1|N1	حرف ربط|ضمیر پرسشی|اسم|اسم
11	در	در|در|در|در|در	در|در|در|در|در	در|در|در|در|در	Pr|V|N1|N1|VPr	حرف اضافه|فعل امر مثبت|اسم|اسم|پیشوند فعل
12	طول	طول	طول	طول	N1	اسم
13	زندگی	زندگی|زنده	زندگی|زنده	زندگی|زنده+گی	N1|A0+O	اسم|صفت + گی
14	جایگزین	جایگزین	جایگزین	جایگزین	N1	اسم
15	شد | شو	شد | شو	شد | شو	شد | شو	O	
16	و	و|و|و	و|و|و	و|و|و	C0|Ab|Al	حرف ربط|اختصارات|حروف الفبا
17	فقط	فقط	فقط	فقط	Ad	قید
18	رشد	رشد	رشد	رشد	N1	اسم
19	کرد | کن	کرد | کن	کرد | کن	کرد | کن	O	
20	و	و|و|و	و|و|و	و|و|و	C0|Ab|Al	حرف ربط|اختصارات|حروف الفبا
21	دانست | دان	دانست | دان	دانست | دان	دانست | دان	O	
22	که	که|که|که|که	که|که|که|که	که|که|که|که	C0|NA|N1|N1	حرف ربط|ضمیر پرسشی|اسم|اسم
23	اگر	اگر	اگر	اگر	C0	حرف ربط
24	فرد	فرد	فرد	فرد	N1	اسم
25	اعضا	اعضا	اعضا	اعضا	N1	اسم
26	بدن	بدن	بدن	بدن	N1	اسم
27	را	را	را	را	Po	حرف اضافه پسین
28	اهدا	اهدا	اهدا	اهدا	N1	اسم
29	کند	کند|کن|کن	کند|کن|کن	کند|کن+د|کن+د	A0|V|V	صفت|سوم شخص مفرد|سوم شخص مفرد
30	خودش	خودش	خودش	خودش	N	ضمیر تاکیدی/انعکاسی
31	باقی	باقی|اق	باقی|اق	باقی|ب+اق+ی	N1|O+N1+Y	اسم|ب + اسم + ی
32	میماند	ماند|مان	ماند|مان	می+ماند|می+مان+د	V|V	سوم شخص مفرد|سوم شخص مفرد
33	و	و|و|و	و|و|و	و|و|و	C0|Ab|Al	حرف ربط|اختصارات|حروف الفبا
34	از	از	از	از	Pr	حرف اضافه
35	خودش	خودش	خودش	خودش	N	ضمیر تاکیدی/انعکاسی
36	کم	کم|کم	کم|کم	کم|کم	A0|N1	صفت|اسم
37	شد | شو	شد | شو	شد | شو	شد | شو	O	
38	ولی	ولی|ولی|ول|ول	ولی|ولی|ول|ول	ولی|ولی|ول+ی|ول+ی	C0|N1|A0+Y|N1+Y	حرف ربط|اسم|صفت + ی|اسم + ی
39	کس	کس|کس	کس|کس	کس|کس	N1|N1	اسم|اسم
40	توانست | توان	توانست | توان	توانست | توان	توانست | توان	O	
41	مغز	مغز	مغز	مغز	N1	اسم
42	را	را	را	را	Po	حرف اضافه پسین
43	عوض	عوض	عوض	عوض	N1	اسم
44	کند	کند|کن|کن	کند|کن|کن	کند|کن+د|کن+د	A0|V|V	صفت|سوم شخص مفرد|سوم شخص مفرد
45	.	.	.	.	Si	

0	به	به|به	به|به	به|به	Pr|N1	حرف اضافه|اسم
1	تعریف	تعریف	تعریف	تعریف	N1	اسم
2	دیگر	دیگر|دیگر|دی	دیگر|دیگر|دی	دیگر|دیگر|دی+گر	Ad|A2|N1+O	قید|صفت مبهم|اسم + گر
3	حیات	حیات|حی	حیات|حی	حیات|حی+ات	N1|A0+Pl	اسم|صفت + علامت جمع
4	نحوه	نحوه|نحوه|نحو	نحوه|نحوه|نحو	نحوه|نحوه|نحو+ه	N1|N9|N1+O	اسم|اسم موجود در ساختمان حرف اضافه و حرف ربط گروهی|اسم + ه
5	خاص	خاص	خاص	خاص	A0	صفت
6	از	از	از	از	Pr	حرف اضافه
7	هستی	هستی|هست|هست	هستی|هست|هست	هستی|هست+ی|هست+ی	N1|V|N1+Y	اسم|دوم شخص مفرد|اسم + ی
8	است	است|اس	است|اس	است|اس+ت	V|N1+N	سوم شخص مفرد|اسم + ضمیر ملکی دوم شخص مفرد
9	که	که|که|که|که	که|که|که|که	که|که|که|که	C0|NA|N1|N1	حرف ربط|ضمیر پرسشی|اسم|اسم
10	مبدأ	مبدأ	مبدأ	مبدأ	N1	اسم
11	ظهور	ظهور	ظهور	ظهور	N1	اسم
12	علم	علم|علم	علم|علم	علم|علم	N1|N1	اسم|اسم
13	و	و|و|و	و|و|و	و|و|و	C0|Ab|Al	حرف ربط|اختصارات|حروف الفبا
14	قدرت	قدرت|قدر|قدر	قدرت|قدر|قدر	قدرت|قدر+ت|قدر+ت	N1|N1+N|A0+N	اسم|اسم + ضمیر ملکی دوم شخص مفرد|صفت + ضمیر ملکی دوم شخص مفرد
15	شده	شد	شد	شد+ه	V3+O	فعل اسنادی + ه
16	و	و|و|و	و|و|و	و|و|و	C0|Ab|Al	حرف ربط|اختصارات|حروف الفبا
17	عامل	عامل	عامل	عامل	N1	اسم
18	هماهنگ	هماهنگ	هماهنگ	هماهنگ	A0	صفت
19	کننده	کننده|کن|کن	کننده|کن|کن	کننده|کن+نده|کن+نده	A0|V1+O|V1+O	صفت|بن مضارع + نده|بن مضارع + نده
20	«	«	«	«	Si	
21	اندیشه	اندیشه|اندیش	اندیشه|اندیش	اندیشه|اندیش+ه	N1|V1+O	اسم|بن مضارع + ه
22	علم	علم|علم	علم|علم	علم|علم	N1|N1	اسم|اسم
23	»	»	»	»	Si	
24	و	و|و|و	و|و|و	و|و|و	C0|Ab|Al	حرف ربط|اختصارات|حروف الفبا
25	«	«	«	«	Si	
26	انگیزه	انگیزه|انگیز	انگیزه|انگیز	انگیزه|انگیز+ه	N1|V1+O	اسم|بن مضارع + ه
27	عملی	عملی|عمل	عملی|عمل	عملی|عمل+ی	A0|N1+Y	صفت|اسم + ی
28	»	»	»	»	Si	
29	است	است|اس	است|اس	است|اس+ت	V|N1+N	سوم شخص مفرد|اسم + ضمیر ملکی دوم شخص مفرد
30	،	،	،	،	Si	
31	به	به|به	به|به	به|به	Pr|N1	حرف اضافه|اسم
32	طوری	طور	طور	طور+ی	N1+Y	اسم + ی
33	که	که|که|که|که	که|که|که|که	که|که|که|که	C0|NA|N1|N1	حرف ربط|ضمیر پرسشی|اسم|اسم
34	اندیشه	اندیشه|اندیش	اندیشه|اندیش	اندیشه|اندیش+ه	N1|V1+O	اسم|بن مضارع + ه
35	علم	علم|علم	علم|علم	علم|علم	N1|N1	اسم|اسم
36	بر	بر|بر|بر|بر|بر	بر|بر|بر|بر|بر	بر|بر|بر|بر|بر	Pr|V|V|VPr|N1	حرف اضافه|فعل امر مثبت|فعل امر مثبت|پیشوند فعل|اسم
37	انگیزه	انگیزه|انگیز	انگیزه|انگیز	انگیزه|انگیز+ه	N1|V1+O	اسم|بن مضارع + ه
38	عملی	عملی|عمل	عملی|عمل	عملی|عمل+ی	A0|N1+Y	صفت|اسم + ی
39	اشراف	اشراف|اشراف	اشراف|اشراف	اشراف|اشراف	N1|N1	اسم|اسم
40	و	و|و|و	و|و|و	و|و|و	C0|Ab|Al	حرف ربط|اختصارات|حروف الفبا
41	نظارت	نظارت|نظار	نظارت|نظار	نظارت|نظار+ت	N1|N1+N	اسم|اسم + ضمیر ملکی دوم شخص مفرد
42	داشته	داشته|داشت|داشت	داشته|داشت|داشت	داشته|داشت+ه|داشت+ه	A0|O+O|N1+O	صفت|ریشه ماضی + ه|اسم + ه
43	و	و|و|و	و|و|و	و|و|و	C0|Ab|Al	حرف ربط|اختصارات|حروف الفبا
44	انگیزه	انگیزه|انگیز	انگیزه|انگیز	انگیزه|انگیز+ه	N1|V1+O	اسم|بن مضارع + ه
45	عملی	عملی|عمل	عملی|عمل	عملی|عمل+ی	A0|N1+Y	صفت|اسم + ی
46	تحت	تحت	تحت	تحت	Pr1	حرف اضافه گروهی
47	هدایت	هدایت	هدایت	هدایت	N1	اسم
48	اندیشه	اندیشه|اندیش	اندیشه|اندیش	اندیشه|اندیش+ه	N1|V1+O	اسم|بن مضارع + ه
49	علم	علم|علم	علم|علم	علم|علم	N1|N1	اسم|اسم
50	،	،	،	،	Si	
51	به	به|به	به|به	به|به	Pr|N1	حرف اضافه|اسم
52	صورت	صورت|صورت|صور|صور	صورت|صورت|صور|صور	صورت|صورت|صور+ت|صور+ت	N1|N9|N1+N|N1+N	اسم|اسم موجود در ساختمان حرف اضافه و حرف ربط گروهی|اسم + ضمیر ملکی دوم شخص مفرد|اسم + ضمیر ملکی دوم شخص مفرد
53	کوشش	کوشش|کوش|کوش	کوشش|کوش|کوش	کوشش|کوش+ش|کوش+ش	N1|V|N1+N	اسم|سوم شخص مفرد|اسم + ضمیر ملکی سوم شخص مفرد
54	عین	عین|عین	عین|عین	عین|عین	N9|N1	اسم موجود در ساختمان حرف اضافه و حرف ربط گروهی|اسم
55	ظهور	ظهور	ظهور	ظهور	N1	اسم
56	یافت | یاب	یافت | یاب	یافت | یاب	یافت | یاب	O	
57	.	.	.	.	Si	

